"postId","userId","parentId","subject","content","contentAsHtml","contentAsText","isComment","isAlias","userAlias","writer","limitGender","isLocked","hasPoll","commentCount","likeCount","dislikeCount","reportCount","readCount","boardId","groupId","createdAt","old_tag_id","old_group_id","ip","is_consultable","updated_at"
"232","67",NULL,,"다들 좋은 결과 있기를~","다들 좋은 결과 있기를~","다들 좋은 결과 있기를~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-15 18:12:20","4","4",,"0","2010-12-15 18:12:20"
"233","58",NULL,,"전공의","전공의","전공의","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-15 19:05:41","33","37",,"0","2010-12-15 19:05:41"
"234","93",NULL,,"아산 발표났던데;","아산 발표났던데;","아산 발표났던데;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-16 00:52:03","34","38",,"0","2010-12-16 00:52:03"
"235","83",NULL,,"겨우 붙었네","겨우 붙었네","겨우 붙었네","0","0",,NULL,,"0",NULL,"0","2","0",NULL,"0","1","1","2010-12-16 10:20:58","35","39",,"0","2010-12-16 10:20:58"
"236","67",NULL,,"오 축하드립니다","오 축하드립니다","오 축하드립니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-16 10:26:26","4","4",,"0","2010-12-16 10:26:26"
"237","55",NULL,,"CMC  중위 양성소","CMC  중위 양성소","CMC 중위 양성소","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-16 17:00:53","36","40",,"0","2010-12-16 17:00:53"
"238","43",NULL,,"만쉐이~","만쉐이~","만쉐이~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-16 19:09:04","22","26",,"0","2010-12-16 19:09:04"
"239","53",NULL,,"아래 cmc 중위 양성소..........라는데 공감함  동기들 ㅠㅠ","아래 cmc 중위 양성소..........라는데 공감함  동기들 ㅠㅠ","아래 cmc 중위 양성소..........라는데 공감함 동기들 ㅠㅠ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-16 19:24:31","37","41",,"0","2010-12-16 19:24:31"
"240","67",NULL,,"게시판에 설문 기능 추가~","게시판에 설문 기능 추가~","게시판에 설문 기능 추가~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-18 19:37:29","4","4",,"0","2010-12-18 19:37:29"
"241","51",NULL,,"오호...설문기능 재밌겠는데요?ㅎ공개설문조사도 괜찮지 않을까요??^^","오호...설문기능 재밌겠는데요?ㅎ공개설문조사도 괜찮지 않을까요??^^","오호...설문기능 재밌겠는데요?ㅎ공개설문조사도 괜찮지 않을까요??^^","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-18 21:46:24","5","9",,"0","2010-12-18 21:46:24"
"242","2",NULL,,"좋은 의견이네요 ㅎㅎ 감사합니다","좋은 의견이네요 ㅎㅎ 감사합니다","좋은 의견이네요 ㅎㅎ 감사합니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-18 22:42:15","1","1",,"0","2010-12-18 22:42:15"
"243","74",NULL,,"에휴 저녁 먹고 내리 2시간 놀고 있네요...ㅠㅠ 본4;;","에휴 저녁 먹고 내리 2시간 놀고 있네요...ㅠㅠ 본4;;","에휴 저녁 먹고 내리 2시간 놀고 있네요...ㅠㅠ 본4;;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-21 19:52:25","8","12",,"0","2010-12-21 19:52:25"
"244","67",NULL,,"노는 시간보다 공부한 시간이 많으면 붙어요 토닥토닥","노는 시간보다 공부한 시간이 많으면 붙어요 토닥토닥","노는 시간보다 공부한 시간이 많으면 붙어요 토닥토닥","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-21 20:49:21","4","4",,"0","2010-12-21 20:49:21"
"245","2",NULL,,"그러면 ***님은 도대체 어케 붙으신건가요 역쉬 천재","그러면 ***님은 도대체 어케 붙으신건가요 역쉬 천재","그러면 ***님은 도대체 어케 붙으신건가요 역쉬 천재","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-21 21:52:00","1","1",,"0","2010-12-21 21:52:00"
"246","67",NULL,,"엠디스터디 모의고사에 열심히 해설 달다보니 붙더라고요 ㅎㅎ(지금보면모름)","엠디스터디 모의고사에 열심히 해설 달다보니 붙더라고요 ㅎㅎ(지금보면모름)","엠디스터디 모의고사에 열심히 해설 달다보니 붙더라고요 ㅎㅎ(지금보면모름)","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-22 00:59:22","4","4",,"0","2010-12-22 00:59:22"
"247","96",NULL,,"한줄글 감사합니다 ㅠㅠ","한줄글 감사합니다 ㅠㅠ","한줄글 감사합니다 ㅠㅠ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-22 09:27:38","38","42",,"0","2010-12-22 09:27:38"
"248","75",NULL,,"누가 저 좀 말려주세요... 국시가 코앞인데 방금 애니메이션 하나 정주행완료했어요ㅠㅠ","누가 저 좀 말려주세요... 국시가 코앞인데 방금 애니메이션 하나 정주행완료했어요ㅠㅠ","누가 저 좀 말려주세요... 국시가 코앞인데 방금 애니메이션 하나 정주행완료했어요ㅠㅠ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-22 19:46:04","8","12",,"0","2010-12-22 19:46:04"
"249","59",NULL,,"코드기어스 추천. 하루에 한두편 볼만하죠.......ㅋ","코드기어스 추천. 하루에 한두편 볼만하죠.......ㅋ","코드기어스 추천. 하루에 한두편 볼만하죠.......ㅋ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-23 21:41:43","5","9",,"0","2010-12-23 21:41:43"
"250","67",NULL,,"혹시 속편이 있는 애니는 아니죠? ㅎㅎ","혹시 속편이 있는 애니는 아니죠? ㅎㅎ","혹시 속편이 있는 애니는 아니죠? ㅎㅎ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-23 18:17:12","4","4",,"0","2010-12-23 18:17:12"
"251","75",NULL,,"코드기어스 다운 받으러 갑니다. 이거 감사하다고 해야하나 말아야 되나...ㅡㅜ","코드기어스 다운 받으러 갑니다. 이거 감사하다고 해야하나 말아야 되나...ㅡㅜ","코드기어스 다운 받으러 갑니다. 이거 감사하다고 해야하나 말아야 되나...ㅡㅜ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-23 22:52:41","8","12",,"0","2010-12-23 22:52:41"
"252","86",NULL,,"코드기어스 강추ㅎ 두번 본 유일한 애니임ㅋㅋ 지금 1화 보면 국시 떨어질듯-_-;","코드기어스 강추ㅎ 두번 본 유일한 애니임ㅋㅋ 지금 1화 보면 국시 떨어질듯-_-;","코드기어스 강추ㅎ 두번 본 유일한 애니임ㅋㅋ 지금 1화 보면 국시 떨어질듯-_-;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-23 22:49:04","39","43",,"0","2010-12-23 22:49:04"
"253","24",NULL,,"한끼 밥 먹을 때 3편씩 봅니다=_=; 근데 뒷내용이 궁금해서 계속 보게 된다는;;","한끼 밥 먹을 때 3편씩 봅니다=_=; 근데 뒷내용이 궁금해서 계속 보게 된다는;;","한끼 밥 먹을 때 3편씩 봅니다=_=; 근데 뒷내용이 궁금해서 계속 보게 된다는;;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-23 23:05:17","8","12",,"0","2010-12-23 23:05:17"
"254","86",NULL,,"떨어진다는 말 취소요; 하루 한두편 보고 열심히 공부하면 되죠머ㅋ 대세엔 지장 없을듯^^","떨어진다는 말 취소요; 하루 한두편 보고 열심히 공부하면 되죠머ㅋ 대세엔 지장 없을듯^^","떨어진다는 말 취소요; 하루 한두편 보고 열심히 공부하면 되죠머ㅋ 대세엔 지장 없을듯^^","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-23 23:02:15","39","43",,"0","2010-12-23 23:02:15"
"255","27",NULL,,"자는게 두려워요... 내일 아침이 밝으면 또 공부를 해야하니까... 걍 빨리 셤보고 싶당","자는게 두려워요... 내일 아침이 밝으면 또 공부를 해야하니까... 걍 빨리 셤보고 싶당","자는게 두려워요... 내일 아침이 밝으면 또 공부를 해야하니까... 걍 빨리 셤보고 싶당","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-24 04:08:13","40","44",,"0","2010-12-24 04:08:13"
"256","84",NULL,,"잠이안와요... 자야지 내일또 공부하는데... 요즘 못자서 악순환이예요 ㅠ","잠이안와요... 자야지 내일또 공부하는데... 요즘 못자서 악순환이예요 ㅠ","잠이안와요... 자야지 내일또 공부하는데... 요즘 못자서 악순환이예요 ㅠ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-24 04:29:13","21","25",,"0","2010-12-24 04:29:13"
"257","75",NULL,,"저도 일부러 2시에 안졸려도 눕는데 아침에 깨어나보면 11시...ㅡㅜ;;","저도 일부러 2시에 안졸려도 눕는데 아침에 깨어나보면 11시...ㅡㅜ;;","저도 일부러 2시에 안졸려도 눕는데 아침에 깨어나보면 11시...ㅡㅜ;;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-24 11:05:39","8","12",,"0","2010-12-24 11:05:39"
"258","17",NULL,,"예방의학","예방의학","예방의학","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-24 13:52:34","41","45",,"0","2010-12-24 13:52:34"
"259","81",NULL,,"[큰일]저는오늘아침11시에자서지금(오후6시)일어났네요ㅠ이건뭥미?ㅠ시험보기전까지는시차적응되겠죠?ㅠ","[큰일]저는오늘아침11시에자서지금(오후6시)일어났네요ㅠ이건뭥미?ㅠ시험보기전까지는시차적응되겠죠?ㅠ","[큰일]저는오늘아침11시에자서지금(오후6시)일어났네요ㅠ이건뭥미?ㅠ시험보기전까지는시차적응되겠죠?ㅠ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-24 18:16:40","42","46",,"0","2010-12-24 18:16:40"
"260","67",NULL,,"아 미친듯이 춥네요","아 미친듯이 춥네요","아 미친듯이 춥네요","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-26 17:26:18","4","4",,"0","2010-12-26 17:26:18"
"261","10",NULL,,"그래도 오늘은 좀 낫네요. 그저께는 진짜 추웠는데","그래도 오늘은 좀 낫네요. 그저께는 진짜 추웠는데","그래도 오늘은 좀 낫네요. 그저께는 진짜 추웠는데","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-27 10:33:34","43","47",,"0","2010-12-27 10:33:34"
"262","2",NULL,,"내일 오전에 서버이전이 있으니 양해부탁드립니다","내일 오전에 서버이전이 있으니 양해부탁드립니다","내일 오전에 서버이전이 있으니 양해부탁드립니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-27 23:46:37","1","1",,"0","2010-12-27 23:46:37"
"263","11",NULL,,"못들어오면 답답할텐데......;;;;;;;;ㅎ","못들어오면 답답할텐데......;;;;;;;;ㅎ","못들어오면 답답할텐데......;;;;;;;;ㅎ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 00:12:20","5","9",,"0","2010-12-28 00:12:20"
"264","2",NULL,,"이전 완료되었습니다","이전 완료되었습니다","이전 완료되었습니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 16:52:40","1","1",,"0","2010-12-28 16:52:40"
"265","73",NULL,,"으아. 하루종일 F5","으아. 하루종일 F5","으아. 하루종일 F5","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 19:04:11","30","34",,"0","2010-12-28 19:04:11"
"266","67",NULL,,"오오 수고 많으셨어요!","오오 수고 많으셨어요!","오오 수고 많으셨어요!","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 19:15:10","4","4",,"0","2010-12-28 19:15:10"
"267","2",NULL,,"오전에 하다가 회의불려가서 늦었네요 ㅎㅎ 현재까진 이상없어보이는데 흠","오전에 하다가 회의불려가서 늦었네요 ㅎㅎ 현재까진 이상없어보이는데 흠","오전에 하다가 회의불려가서 늦었네요 ㅎㅎ 현재까진 이상없어보이는데 흠","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 19:25:34","1","1",,"0","2010-12-28 19:25:34"
"268","67",NULL,,"커뮤니티 페이지 로딩시간 0.31s 나오네요. 예전과 비슷하거나 좀 더 빠른듯","커뮤니티 페이지 로딩시간 0.31s 나오네요. 예전과 비슷하거나 좀 더 빠른듯","커뮤니티 페이지 로딩시간 0.31s 나오네요. 예전과 비슷하거나 좀 더 빠른듯","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 19:37:04","4","4",,"0","2010-12-28 19:37:04"
"269","83",NULL,,"파일첨부가 안되는듯합니다? 제컴이이상한걸까요?","파일첨부가 안되는듯합니다? 제컴이이상한걸까요?","파일첨부가 안되는듯합니다? 제컴이이상한걸까요?","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 19:41:04","30","34",,"0","2010-12-28 19:41:04"
"270","2",NULL,,"파일 첨부 수정했습니다~ 이젠 인증받기에서도 잘 되야 할텐데...","파일 첨부 수정했습니다~ 이젠 인증받기에서도 잘 되야 할텐데...","파일 첨부 수정했습니다~ 이젠 인증받기에서도 잘 되야 할텐데...","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 20:11:27","1","1",,"0","2010-12-28 20:11:27"
"271","2",NULL,,"모의고사 액박 나온다고 해서 수정했습니다","모의고사 액박 나온다고 해서 수정했습니다","모의고사 액박 나온다고 해서 수정했습니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 22:42:50","1","1",,"0","2010-12-28 22:42:50"
"272","67",NULL,,"최근 해설 기능 추가했습니다~ 더 많은 토론이 오갈 수 있기를 바랍니다.^^","최근 해설 기능 추가했습니다~ 더 많은 토론이 오갈 수 있기를 바랍니다.^^","최근 해설 기능 추가했습니다~ 더 많은 토론이 오갈 수 있기를 바랍니다.^^","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 20:57:54","4","4",,"0","2010-12-28 20:57:54"
"273","42",NULL,,"감사합니다. ****님^^ 저만 그런줄 알고 한줄글 지웠졌는데^^","감사합니다. ****님^^ 저만 그런줄 알고 한줄글 지웠졌는데^^","감사합니다. ****님^^ 저만 그런줄 알고 한줄글 지웠졌는데^^","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 22:44:01","11","15",,"0","2010-12-28 22:44:01"
"274","67",NULL,,"모의고사 최근 해설 방식으로 가채점기 최근 토론을 제공하면 좋을 것 같군요!","모의고사 최근 해설 방식으로 가채점기 최근 토론을 제공하면 좋을 것 같군요!","모의고사 최근 해설 방식으로 가채점기 최근 토론을 제공하면 좋을 것 같군요!","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-28 23:03:26","4","4",,"0","2010-12-28 23:03:26"
"275","47",NULL,,"국시시즌이 되어가니 많이 더 북적북적해져서 좋군요. 그만큼 후달리기도 하지만..;","국시시즌이 되어가니 많이 더 북적북적해져서 좋군요. 그만큼 후달리기도 하지만..;","국시시즌이 되어가니 많이 더 북적북적해져서 좋군요. 그만큼 후달리기도 하지만..;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-29 02:44:55","44","48",,"0","2010-12-29 02:44:55"
"276","2",NULL,,"해당 서비스에 부하가 걸려있으면 덩달아 여기도 느려집니다 ;; 양해바랍니다","해당 서비스에 부하가 걸려있으면 덩달아 여기도 느려집니다 ;; 양해바랍니다","해당 서비스에 부하가 걸려있으면 덩달아 여기도 느려집니다 ;; 양해바랍니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-30 09:41:26","1","1",,"0","2010-12-30 09:41:26"
"277","2",NULL,,"이전한 서버도 다른 서비스에 기생하는거라서","이전한 서버도 다른 서비스에 기생하는거라서","이전한 서버도 다른 서비스에 기생하는거라서","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-30 09:41:05","1","1",,"0","2010-12-30 09:41:05"
"278","44",NULL,,"운영자님~기타 교재에서 '시바'가 열리질 않네요^^;;","운영자님~기타 교재에서 '시바'가 열리질 않네요^^;;","운영자님~기타 교재에서 '시바'가 열리질 않네요^^;;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-30 11:17:12","45","49",,"0","2010-12-30 11:17:12"
"279","2",NULL,,"말씀해주신 문제 해결되었습니다~","말씀해주신 문제 해결되었습니다~","말씀해주신 문제 해결되었습니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-30 13:28:55","1","1",,"0","2010-12-30 13:28:55"
"280","24",NULL,,"새벽3시...... 대체 난 밤새 무얼 하고 있는 건가......ㅠㅠ","새벽3시...... 대체 난 밤새 무얼 하고 있는 건가......ㅠㅠ","새벽3시...... 대체 난 밤새 무얼 하고 있는 건가......ㅠㅠ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-31 02:51:16","8","12",,"0","2010-12-31 02:51:16"
"281","37",NULL,,"전 공부하고 있어요ㅋㅋㅋ","전 공부하고 있어요ㅋㅋㅋ","전 공부하고 있어요ㅋㅋㅋ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-31 03:41:23","46","50",,"0","2010-12-31 03:41:23"
"282","31",NULL,,"ㄷㅏ들 새해 복 많이 받으세요^^","ㄷㅏ들 새해 복 많이 받으세요^^","ㄷㅏ들 새해 복 많이 받으세요^^","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-31 19:34:34","47","51",,"0","2010-12-31 19:34:34"
"283","2",NULL,,"2010년이 가는건가요 ㅎㅎ","2010년이 가는건가요 ㅎㅎ","2010년이 가는건가요 ㅎㅎ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-31 16:57:46","1","1",,"0","2010-12-31 16:57:46"
"284","10",NULL,,"새해복많이받으세요 &gt;_&lt;","새해복많이받으세요 &amp;gt;_&amp;lt;","새해복많이받으세요 &gt;_&lt;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-31 20:50:36","48","52",,"0","2010-12-31 20:50:36"
"285","2",NULL,,"새해복 많이 받으세요~","새해복 많이 받으세요~","새해복 많이 받으세요~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2010-12-31 22:01:15","1","1",,"0","2010-12-31 22:01:15"
"286","54",NULL,,"새해복 많이 받으세요~!!ㅎ","새해복 많이 받으세요~!!ㅎ","새해복 많이 받으세요~!!ㅎ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-01 00:03:07","8","12",,"0","2011-01-01 00:03:07"
"288","91",NULL,,"새해복많이받으시길 바랍니다...^^","새해복많이받으시길 바랍니다...^^","새해복많이받으시길 바랍니다...^^","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-01 05:39:08","5","9",,"0","2011-01-01 05:39:08"
"289","67",NULL,,"모바일 엠디스터디 테스트중 http://mdstudy.net/m","모바일 엠디스터디 테스트중 <a href=""http://mdstudy.net/m"" target=""_blank"">http://mdstudy.net/m</a>","모바일 엠디스터디 테스트중 http://mdstudy.net/m","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-02 01:16:35","4","4",,"0","2011-01-02 01:16:35"
"290","67",NULL,,"모바일 엠디스터디에서도 내 글에 달린 댓글을 확인 가능합니다!","모바일 엠디스터디에서도 내 글에 달린 댓글을 확인 가능합니다!","모바일 엠디스터디에서도 내 글에 달린 댓글을 확인 가능합니다!","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-04 01:11:26","4","4",,"0","2011-01-04 01:11:26"
"291","67",NULL,,"필명으로 글 쓰시는 샘들 '내글에 대한 반응' 기능 어떤가요?","필명으로 글 쓰시는 샘들 '내글에 대한 반응' 기능 어떤가요?","필명으로 글 쓰시는 샘들 '내글에 대한 반응' 기능 어떤가요?","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-04 01:51:06","4","4",,"0","2011-01-04 01:51:06"
"292","2",NULL,,"굿굿 다만 반응이 있는 필명글만 리스팅해주는 건 어떨까요?","굿굿 다만 반응이 있는 필명글만 리스팅해주는 건 어떨까요?","굿굿 다만 반응이 있는 필명글만 리스팅해주는 건 어떨까요?","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-04 09:17:02","1","1",,"0","2011-01-04 09:17:02"
"293","80",NULL,,"국가고시","국가고시","국가고시","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-04 18:23:58","50","54",,"0","2011-01-04 18:23:58"
"294","2",NULL,,"검색창은 우측 상단에 있습니다 고갱님","검색창은 우측 상단에 있습니다 고갱님","검색창은 우측 상단에 있습니다 고갱님","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-04 18:47:25","1","1",,"0","2011-01-04 18:47:25"
"295","2",NULL,,"서버 세팅 수정 중으로, 한동안 이미지 및 첨부파일이 보이지 않을 것이니 양해바랍니다","서버 세팅 수정 중으로, 한동안 이미지 및 첨부파일이 보이지 않을 것이니 양해바랍니다","서버 세팅 수정 중으로, 한동안 이미지 및 첨부파일이 보이지 않을 것이니 양해바랍니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-05 10:25:08","1","1",,"0","2011-01-05 10:25:08"
"296","2",NULL,,"이제 첨부파일 다시 나옵니다","이제 첨부파일 다시 나옵니다","이제 첨부파일 다시 나옵니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-05 11:05:47","1","1",,"0","2011-01-05 11:05:47"
"297","67",NULL,,"서버 부담을 줄이기 위해 2008년, 2009년 포인트 내역을 하나로 압축중입니다.","서버 부담을 줄이기 위해 2008년, 2009년 포인트 내역을 하나로 압축중입니다.","서버 부담을 줄이기 위해 2008년, 2009년 포인트 내역을 하나로 압축중입니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-05 23:47:37","4","4",,"0","2011-01-05 23:47:37"
"298","2",NULL,,"저희요... 사이트 구성파일 + 첨부파일 + DB파일 하니까... 11기가 나오네요 ㅡ.ㅜ","저희요... 사이트 구성파일 + 첨부파일 + DB파일 하니까... 11기가 나오네요 ㅡ.ㅜ","저희요... 사이트 구성파일 + 첨부파일 + DB파일 하니까... 11기가 나오네요 ㅡ.ㅜ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-05 11:11:51","1","1",,"0","2011-01-05 11:11:51"
"299","67",NULL,,"2009년 포인트 내역 3123점 이런식으로 나와도 자잘한 걸 하나로 합친거니 놀라지 마세요~","2009년 포인트 내역 3123점 이런식으로 나와도 자잘한 걸 하나로 합친거니 놀라지 마세요~","2009년 포인트 내역 3123점 이런식으로 나와도 자잘한 걸 하나로 합친거니 놀라지 마세요~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-05 23:48:04","4","4",,"0","2011-01-05 23:48:04"
"300","2",NULL,,"동문지기 게시판 및 시스템 내렸습니다. 좀더 나은 방식을 도입하기 위함이구요","동문지기 게시판 및 시스템 내렸습니다. 좀더 나은 방식을 도입하기 위함이구요","동문지기 게시판 및 시스템 내렸습니다. 좀더 나은 방식을 도입하기 위함이구요","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-05 23:58:12","1","1",,"0","2011-01-05 23:58:12"
"301","2",NULL,,"당분간은 운영진에 의한 직접 인증만 있으니까 참고해주세요. 감사합니다","당분간은 운영진에 의한 직접 인증만 있으니까 참고해주세요. 감사합니다","당분간은 운영진에 의한 직접 인증만 있으니까 참고해주세요. 감사합니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-05 23:58:46","1","1",,"0","2011-01-05 23:58:46"
"302","2",NULL,,"서버 보안 패치로 10a20부터 15분여간 사이트 다운이 있었습니다. 빌려쓰니 힘드네요 -_-","서버 보안 패치로 10a20부터 15분여간 사이트 다운이 있었습니다. 빌려쓰니 힘드네요 -_-","서버 보안 패치로 10a20부터 15분여간 사이트 다운이 있었습니다. 빌려쓰니 힘드네요 -_-","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-06 10:38:04","1","1",,"0","2011-01-06 10:38:04"
"303","67",NULL,,"공지사항과 여기 우측의 '국시 기본항목 체크' 서비스를 확인하세요!","공지사항과 여기 우측의 '국시 기본항목 체크' 서비스를 확인하세요!","공지사항과 여기 우측의 '국시 기본항목 체크' 서비스를 확인하세요!","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-06 11:21:36","4","4",,"0","2011-01-06 11:21:36"
"304","2",NULL,,"글 및 댓글에 평가 시스템이 도입되었고 대격변 대비 중격변이 완료되었습니다.","글 및 댓글에 평가 시스템이 도입되었고 대격변 대비 중격변이 완료되었습니다.","글 및 댓글에 평가 시스템이 도입되었고 대격변 대비 중격변이 완료되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-07 01:53:22","1","1",,"0","2011-01-07 01:53:22"
"305","2",NULL,,"아아 서버에 용량이 없다... 가지가지 한다 -_-;; 디스크풀로 섭다 죄송합니다 ;;","아아 서버에 용량이 없다... 가지가지 한다 -_-;; 디스크풀로 섭다 죄송합니다 ;;","아아 서버에 용량이 없다... 가지가지 한다 -_-;; 디스크풀로 섭다 죄송합니다 ;;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-08 00:38:33","1","1",,"0","2011-01-08 00:38:33"
"306","67",NULL,,"얻어쓰는 서버 용량이 꽉차서 어젯밤 사이트 접속이 안되었다는 뜻입니다.","얻어쓰는 서버 용량이 꽉차서 어젯밤 사이트 접속이 안되었다는 뜻입니다.","얻어쓰는 서버 용량이 꽉차서 어젯밤 사이트 접속이 안되었다는 뜻입니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-08 14:34:47","4","4",,"0","2011-01-08 14:34:47"
"307","67",NULL,,"http://goo.gl/7XFh9 보시다시피 서버용 HDD는 엄청 비쌉니다...","<a href=""http://goo.gl/7XFh9"" target=""_blank"">http://goo.gl/7XFh9</a> 보시다시피 서버용 HDD는 엄청 비쌉니다...","http://goo.gl/7XFh9 보시다시피 서버용 HDD는 엄청 비쌉니다...","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-08 14:35:39","4","4",,"0","2011-01-08 14:35:39"
"308","67",NULL,,"그리고 우리 서버가 아니라서 함부로 하드를 늘릴 수도 없고 ㅜㅜ","그리고 우리 서버가 아니라서 함부로 하드를 늘릴 수도 없고 ㅜㅜ","그리고 우리 서버가 아니라서 함부로 하드를 늘릴 수도 없고 ㅜㅜ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-01-08 14:37:44","4","4",,"0","2011-01-08 14:37:44"
